ProbeName	GeneName	SystematicName	Description	logFC	AveExpr	t	P.Value	adj.P.Val	B	GSM379316	GSM379317	GSM379318	GSM379319	GSM379321	GSM379322	GSM379323	GSM379324	GSM379325	GSM379326	GSM379327	GSM379328	GSM379329	GSM379330	GSM379332	GSM379333	GSM379334	GSM379335	GSM379336
A_24_P66027	APOBEC3B	NM_004900	Homo sapiens apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B (APOBEC3B), mRNA [NM_004900]	-0.978635139072658	9.46618495649826	-3.84634500305347	0.00116555718298913	0.03397661852778	-0.82456699216706	10.3039529757095	9.87074860155429	10.4224719177711	9.05792414721669	8.99048879982834	9.54942822782435	9.38679872633888	10.0357971264743	11.0163393946038	9.299869949532	9.46921393549361	10.5177831325851	9.21131560560133	8.26303775451025	8.52137448220413	9.03506950121681	8.87608690049026	8.92037624176274	9.10943675274955
A_23_P145024	ADRB2	NM_000024	Homo sapiens adrenergic, beta-2-, receptor, surface (ADRB2), mRNA [NM_000024]	-1.41062100505313	12.2041763953192	-4.99266721384597	9.18106490042969e-05	0.00928794987726655	1.55910481902215	13.1407421787869	13.4609245390131	13.4731955878937	13.3355709247908	13.1873934350245	12.9612743380362	12.3591510784842	12.3292516997113	12.7223590767607	11.4694488935614	12.2715257192235	11.9757089790944	12.2245742641007	10.3774517826293	11.1664142179522	11.1187636232789	11.3241253829438	11.5631851130577	11.418290676721
A_23_P55518	SMAD7	NM_005904	Homo sapiens SMAD family member 7 (SMAD7), mRNA [NM_005904]	-0.846364015284294	10.6888706559852	-4.33899545370125	0.000387727247188783	0.0184206539693983	0.207427718100339	11.0017322712104	10.8617133765534	10.6388448150734	11.6777748210419	11.3078217499063	10.827563011456	10.8558943692985	10.8999104028403	11.8039952192808	10.4263113718121	10.6039818371869	11.1027244832081	9.98027504992886	9.97589288179551	9.72239244457873	9.93002112342161	10.3181181605966	11.0477991153007	10.1057759592277
A_24_P304419	IGF1	NM_000618	Homo sapiens insulin-like growth factor 1 (somatomedin C) (IGF1), mRNA [NM_000618]	1.29707828042766	10.0545514643502	5.4799716862218	3.217514483873e-05	0.00651317254248751	2.5398095154879	9.61285569872112	9.22663964751532	9.35306639790267	9.22031934685741	9.09976180452002	10.5621099619059	9.72114892097738	9.7172569415241	9.01617413265073	10.5239421297082	9.83402070358242	9.03287054128849	10.5049638537386	11.2367078459575	10.7685220968075	10.125651859545	11.3253154178466	10.7320679637141	11.4230825578907
A_23_P134454	CAV1	NM_001753	Homo sapiens caveolin 1, caveolae protein, 22kDa (CAV1), mRNA [NM_001753]	-1.70493883276934	14.5034065349181	-6.55019353285013	3.55538449182792e-06	0.00332213144388806	4.58075834667835	15.3549184499789	15.0235432229036	14.8586118656638	15.4026439236773	15.4114184425035	14.7031359795334	15.9131738306686	14.4597146523783	15.4904746690171	14.610917017431	15.5044921423313	14.845458536226	12.9389757867952	12.8040894163838	13.7517404876358	13.3625284395181	13.303131681408	14.9232631683716	12.9024924510181
A_23_P106773	SULT1A2	NM_177528	Homo sapiens sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2 (SULT1A2), transcript variant 2, mRNA [NM_177528]	-0.825105417971296	13.0313234577401	-4.04170968260854	0.000752798311602488	0.0267617236459583	-0.415051704565375	13.8535115867186	13.1387650780932	13.3229664473558	14.1806431839536	13.2710719630564	12.9841099903058	13.3789762889536	12.619020312676	13.7265032169852	12.7896310363013	13.4946949600566	13.2638219078778	13.0779868830457	12.2397411289425	12.633008122677	12.1218587439634	12.4870345099253	13.0615007114301	11.9502996247451
A_23_P402287	LNX2	NM_153371	Homo sapiens ligand of numb-protein X 2 (LNX2), mRNA [NM_153371]	-0.839730228568566	11.044959907398	-4.14535417536123	0.0005971302940379	0.0236108693110191	-0.197802438665867	11.4103129210531	11.5308252368839	11.7742223312775	11.0451675440144	11.8303440891234	11.4861313083845	11.8261574721316	10.78308457854	11.4947628595654	11.2997552461325	11.2174552502982	10.5537915882007	9.63696406882714	10.2476009754985	10.7325112174789	11.0330367245765	11.0040745086264	10.6879022101925	10.2601381097564
A_23_P163227	CKMT1A	NM_001015001	Homo sapiens creatine kinase, mitochondrial 1A (CKMT1A), nuclear gene encoding mitochondrial protein, mRNA [NM_001015001]	1.29975214336267	9.36022280739685	3.59721340063749	0.00203471804820511	0.0455312870136407	-1.34523161858413	9.25760680764034	8.89368485022753	9.25426893207817	8.04451203365019	8.36877636948109	9.25216350288937	8.43960050817191	8.59778451606567	8.44207309492965	8.65515603536943	9.25092488943371	10.1198495150112	11.7216869739088	9.32745850020328	8.94664175923609	10.6490349824351	10.9212459261553	9.05014930983725	10.651614833816
A_23_P78958	CAPS	NM_004058	Homo sapiens calcyphosine (CAPS), transcript variant 1, mRNA [NM_004058]	2.86074989205034	12.6580292919227	5.87290550891267	1.40905430118977e-05	0.00573909724260064	3.30852942247766	11.2402359010129	12.4111078786412	11.4829265990959	11.8686189122997	11.2260921914201	12.0775684446697	11.0998985863635	10.6161147223181	9.97749670777069	11.1959316702998	12.5020804233293	13.5507536273132	14.8573709847015	15.0174370514355	13.7184392616838	15.3636914885415	15.0551528176407	11.9525619551136	15.2890773228806
A_32_P167511	THC2694242	THC2694242	Unknown	1.54498573117983	8.99416842144578	5.18783130614279	6.01454739819513e-05	0.00801873784527595	1.95519507305926	8.83959832286734	8.44766091931211	8.28152889965141	8.26235000357127	8.05339362826563	8.4550451547056	8.26296591397784	8.10263644665906	8.04645935038282	8.0578968306408	8.75351611669366	9.53650623803734	10.4817388497796	9.86856856846157	9.34521826977535	10.0892258723645	11.3492881298126	8.4368131787132	10.2187893137982
